,Unnamed: 0,Images,Irradiance,Validation
59,59,/content/New_Data/New_Test_Folder/59/691.14.jpg,691,False
60,60,/content/New_Data/New_Test_Folder/60/632.84.jpg,632,False
61,61,/content/New_Data/New_Test_Folder/61/586.08.jpg,586,False
62,62,/content/New_Data/New_Test_Folder/62/552.39.jpg,552,False
63,63,/content/New_Data/New_Test_Folder/63/504.0.jpg,504,False
64,64,/content/New_Data/New_Test_Folder/64/517.13.jpg,517,True
65,65,/content/New_Data/New_Test_Folder/65/488.66.jpg,488,False
66,66,/content/New_Data/New_Test_Folder/66/432.04.jpg,432,False
67,67,/content/New_Data/New_Test_Folder/67/371.33.jpg,371,False
68,68,/content/New_Data/New_Test_Folder/68/317.31.jpg,317,False
69,69,/content/New_Data/New_Test_Folder/69/262.32.jpg,262,False
70,70,/content/New_Data/New_Test_Folder/70/209.01.jpg,209,False
71,71,/content/New_Data/New_Test_Folder/71/157.54.jpg,157,False
72,72,/content/New_Data/New_Test_Folder/72/109.15.jpg,109,True
73,73,/content/New_Data/New_Test_Folder/73/67.18.jpg,67,False
74,74,/content/New_Data/New_Test_Folder/74/32.87.jpg,32,False
75,75,/content/New_Data/New_Test_Folder/75/9.71.jpg,9,False
76,76,/content/New_Data/New_Test_Folder/76/0.84.jpg,0,False
77,77,/content/New_Data/New_Test_Folder/77/193.44.jpg,193,False
78,78,/content/New_Data/New_Test_Folder/78/212.32.jpg,212,False
79,79,/content/New_Data/New_Test_Folder/79/302.55.jpg,302,False
80,80,/content/New_Data/New_Test_Folder/80/350.43.jpg,350,True
81,81,/content/New_Data/New_Test_Folder/81/397.64.jpg,397,False
82,82,/content/New_Data/New_Test_Folder/82/447.02.jpg,447,False
83,83,/content/New_Data/New_Test_Folder/83/495.22.jpg,495,False
84,84,/content/New_Data/New_Test_Folder/84/542.62.jpg,542,False
85,85,/content/New_Data/New_Test_Folder/85/587.43.jpg,587,False
86,86,/content/New_Data/New_Test_Folder/86/631.11.jpg,631,False
87,87,/content/New_Data/New_Test_Folder/87/672.19.jpg,672,False
88,88,/content/New_Data/New_Test_Folder/88/711.93.jpg,711,True
89,89,/content/New_Data/New_Test_Folder/89/750.62.jpg,750,False
90,90,/content/New_Data/New_Test_Folder/90/790.32.jpg,790,False
91,91,/content/New_Data/New_Test_Folder/91/818.79.jpg,818,False
92,92,/content/New_Data/New_Test_Folder/92/857.05.jpg,857,False
93,93,/content/New_Data/New_Test_Folder/93/886.3.jpg,886,False
94,94,/content/New_Data/New_Test_Folder/94/912.9.jpg,912,False
95,95,/content/New_Data/New_Test_Folder/95/930.93.jpg,930,False
96,96,/content/New_Data/New_Test_Folder/96/953.61.jpg,953,True
97,97,/content/New_Data/New_Test_Folder/97/974.63.jpg,974,False
98,98,/content/New_Data/New_Test_Folder/98/994.9.jpg,994,False
99,99,/content/New_Data/New_Test_Folder/99/1003.8.jpg,1003,False
100,100,/content/New_Data/New_Test_Folder/100/998.36.jpg,998,False
101,101,/content/New_Data/New_Test_Folder/101/1007.4.jpg,1007,False
102,102,/content/New_Data/New_Test_Folder/102/989.62.jpg,989,False
103,103,/content/New_Data/New_Test_Folder/103/967.36.jpg,967,False
104,104,/content/New_Data/New_Test_Folder/104/943.27.jpg,943,True
105,105,/content/New_Data/New_Test_Folder/105/926.04.jpg,926,False
106,106,/content/New_Data/New_Test_Folder/106/912.09.jpg,912,False
107,107,/content/New_Data/New_Test_Folder/107/892.05.jpg,892,False
108,108,/content/New_Data/New_Test_Folder/108/873.02.jpg,873,False
109,109,/content/New_Data/New_Test_Folder/109/857.54.jpg,857,False
110,110,/content/New_Data/New_Test_Folder/110/841.7.jpg,841,False
111,111,/content/New_Data/New_Test_Folder/111/824.03.jpg,824,False
112,112,/content/New_Data/New_Test_Folder/112/799.82.jpg,799,True
113,113,/content/New_Data/New_Test_Folder/113/738.77.jpg,738,False
114,114,/content/New_Data/New_Test_Folder/114/681.68.jpg,681,False
115,115,/content/New_Data/New_Test_Folder/115/636.9.jpg,636,False
116,116,/content/New_Data/New_Test_Folder/116/602.16.jpg,602,False
117,117,/content/New_Data/New_Test_Folder/117/573.31.jpg,573,False
118,118,/content/New_Data/New_Test_Folder/118/557.01.jpg,557,False
119,119,/content/New_Data/New_Test_Folder/119/536.55.jpg,536,False
120,120,/content/New_Data/New_Test_Folder/120/487.39.jpg,487,True
121,121,/content/New_Data/New_Test_Folder/121/430.65.jpg,430,False
122,122,/content/New_Data/New_Test_Folder/122/372.27.jpg,372,False
123,123,/content/New_Data/New_Test_Folder/123/314.6.jpg,314,False
124,124,/content/New_Data/New_Test_Folder/124/263.14.jpg,263,False
125,125,/content/New_Data/New_Test_Folder/125/212.26.jpg,212,False
126,126,/content/New_Data/New_Test_Folder/126/163.67.jpg,163,False
127,127,/content/New_Data/New_Test_Folder/127/115.97.jpg,115,False
128,128,/content/New_Data/New_Test_Folder/128/71.81.jpg,71,True
129,129,/content/New_Data/New_Test_Folder/129/34.99.jpg,34,False
130,130,/content/New_Data/New_Test_Folder/130/10.2.jpg,10,False
131,131,/content/New_Data/New_Test_Folder/131/1.57.jpg,1,False
132,132,/content/New_Data/New_Test_Folder/132/67.12.jpg,67,False
133,133,/content/New_Data/New_Test_Folder/133/99.27.jpg,99,False
134,134,/content/New_Data/New_Test_Folder/134/137.07.jpg,137,False
135,135,/content/New_Data/New_Test_Folder/135/159.78.jpg,159,False
136,136,/content/New_Data/New_Test_Folder/136/160.3.jpg,160,True
137,137,/content/New_Data/New_Test_Folder/137/242.34.jpg,242,False
138,138,/content/New_Data/New_Test_Folder/138/243.0.jpg,243,False
139,139,/content/New_Data/New_Test_Folder/139/256.57.jpg,256,False
140,140,/content/New_Data/New_Test_Folder/140/220.56.jpg,220,False
141,141,/content/New_Data/New_Test_Folder/141/186.04.jpg,186,False
142,142,/content/New_Data/New_Test_Folder/142/200.84.jpg,200,False
143,143,/content/New_Data/New_Test_Folder/143/203.39.jpg,203,False
144,144,/content/New_Data/New_Test_Folder/144/278.33.jpg,278,True
145,145,/content/New_Data/New_Test_Folder/145/464.89.jpg,464,False
146,146,/content/New_Data/New_Test_Folder/146/297.59.jpg,297,False
147,147,/content/New_Data/New_Test_Folder/147/288.04.jpg,288,False
148,148,/content/New_Data/New_Test_Folder/148/577.23.jpg,577,False
149,149,/content/New_Data/New_Test_Folder/149/452.66.jpg,452,False
150,150,/content/New_Data/New_Test_Folder/150/321.58.jpg,321,False
151,151,/content/New_Data/New_Test_Folder/151/358.19.jpg,358,False
152,152,/content/New_Data/New_Test_Folder/152/431.42.jpg,431,True
153,153,/content/New_Data/New_Test_Folder/153/221.23.jpg,221,False
154,154,/content/New_Data/New_Test_Folder/154/180.14.jpg,180,False
155,155,/content/New_Data/New_Test_Folder/155/210.82.jpg,210,False
156,156,/content/New_Data/New_Test_Folder/156/235.96.jpg,235,False
157,157,/content/New_Data/New_Test_Folder/157/192.54.jpg,192,False
158,158,/content/New_Data/New_Test_Folder/158/220.76.jpg,220,False
159,159,/content/New_Data/New_Test_Folder/159/211.91.jpg,211,False
160,160,/content/New_Data/New_Test_Folder/160/203.32.jpg,203,True
161,161,/content/New_Data/New_Test_Folder/161/252.2.jpg,252,False
162,162,/content/New_Data/New_Test_Folder/162/247.02.jpg,247,False
163,163,/content/New_Data/New_Test_Folder/163/265.65.jpg,265,False
164,164,/content/New_Data/New_Test_Folder/164/317.27.jpg,317,False
165,165,/content/New_Data/New_Test_Folder/165/275.81.jpg,275,False
166,166,/content/New_Data/New_Test_Folder/166/279.12.jpg,279,False
167,167,/content/New_Data/New_Test_Folder/167/250.71.jpg,250,False
168,168,/content/New_Data/New_Test_Folder/168/159.76.jpg,159,True
169,169,/content/New_Data/New_Test_Folder/169/169.97.jpg,169,False
170,170,/content/New_Data/New_Test_Folder/170/171.84.jpg,171,False
171,171,/content/New_Data/New_Test_Folder/171/291.54.jpg,291,False
172,172,/content/New_Data/New_Test_Folder/172/233.86.jpg,233,False
173,173,/content/New_Data/New_Test_Folder/173/224.51.jpg,224,False
174,174,/content/New_Data/New_Test_Folder/174/331.65.jpg,331,False
175,175,/content/New_Data/New_Test_Folder/175/314.83.jpg,314,False
176,176,/content/New_Data/New_Test_Folder/176/143.93.jpg,143,True
177,177,/content/New_Data/New_Test_Folder/177/82.18.jpg,82,False
178,178,/content/New_Data/New_Test_Folder/178/57.06.jpg,57,False
179,179,/content/New_Data/New_Test_Folder/179/27.0.jpg,27,False
180,180,/content/New_Data/New_Test_Folder/180/25.39.jpg,25,False
181,181,/content/New_Data/New_Test_Folder/181/22.14.jpg,22,False
182,182,/content/New_Data/New_Test_Folder/182/18.95.jpg,18,False
183,183,/content/New_Data/New_Test_Folder/183/13.57.jpg,13,False
184,184,/content/New_Data/New_Test_Folder/184/7.94.jpg,7,True
185,185,/content/New_Data/New_Test_Folder/185/3.22.jpg,3,False
186,186,/content/New_Data/New_Test_Folder/186/0.55.jpg,0,False
187,187,/content/New_Data/New_Test_Folder/187/33.5.jpg,33,False
188,188,/content/New_Data/New_Test_Folder/188/49.41.jpg,49,False
189,189,/content/New_Data/New_Test_Folder/189/78.95.jpg,78,False
190,190,/content/New_Data/New_Test_Folder/190/85.59.jpg,85,False
191,191,/content/New_Data/New_Test_Folder/191/87.62.jpg,87,False
192,192,/content/New_Data/New_Test_Folder/192/133.14.jpg,133,True
193,193,/content/New_Data/New_Test_Folder/193/153.21.jpg,153,False
194,194,/content/New_Data/New_Test_Folder/194/214.66.jpg,214,False
195,195,/content/New_Data/New_Test_Folder/195/273.53.jpg,273,False
196,196,/content/New_Data/New_Test_Folder/196/352.73.jpg,352,False
197,197,/content/New_Data/New_Test_Folder/197/468.84.jpg,468,False
198,198,/content/New_Data/New_Test_Folder/198/680.8.jpg,680,False
199,199,/content/New_Data/New_Test_Folder/199/420.98.jpg,420,False
200,200,/content/New_Data/New_Test_Folder/200/538.62.jpg,538,True
201,201,/content/New_Data/New_Test_Folder/201/789.06.jpg,789,False
202,202,/content/New_Data/New_Test_Folder/202/838.87.jpg,838,False
203,203,/content/New_Data/New_Test_Folder/203/780.02.jpg,780,False
204,204,/content/New_Data/New_Test_Folder/204/770.63.jpg,770,False
205,205,/content/New_Data/New_Test_Folder/205/836.03.jpg,836,False
206,206,/content/New_Data/New_Test_Folder/206/860.2.jpg,860,False
207,207,/content/New_Data/New_Test_Folder/207/651.08.jpg,651,False
208,208,/content/New_Data/New_Test_Folder/208/852.03.jpg,852,True
209,209,/content/New_Data/New_Test_Folder/209/874.55.jpg,874,False
210,210,/content/New_Data/New_Test_Folder/210/876.35.jpg,876,False
211,211,/content/New_Data/New_Test_Folder/211/864.39.jpg,864,False
212,212,/content/New_Data/New_Test_Folder/212/791.85.jpg,791,False
213,213,/content/New_Data/New_Test_Folder/213/758.66.jpg,758,False
214,214,/content/New_Data/New_Test_Folder/214/933.52.jpg,933,False
215,215,/content/New_Data/New_Test_Folder/215/952.37.jpg,952,False
216,216,/content/New_Data/New_Test_Folder/216/955.95.jpg,955,True
217,217,/content/New_Data/New_Test_Folder/217/934.73.jpg,934,False
218,218,/content/New_Data/New_Test_Folder/218/454.61.jpg,454,False
219,219,/content/New_Data/New_Test_Folder/219/515.49.jpg,515,False
220,220,/content/New_Data/New_Test_Folder/220/322.43.jpg,322,False
221,221,/content/New_Data/New_Test_Folder/221/194.39.jpg,194,False
222,222,/content/New_Data/New_Test_Folder/222/251.01.jpg,251,False
223,223,/content/New_Data/New_Test_Folder/223/351.62.jpg,351,False
224,224,/content/New_Data/New_Test_Folder/224/203.29.jpg,203,True
225,225,/content/New_Data/New_Test_Folder/225/388.11.jpg,388,False
226,226,/content/New_Data/New_Test_Folder/226/207.4.jpg,207,False
227,227,/content/New_Data/New_Test_Folder/227/261.01.jpg,261,False
228,228,/content/New_Data/New_Test_Folder/228/248.62.jpg,248,False
229,229,/content/New_Data/New_Test_Folder/229/227.57.jpg,227,False
230,230,/content/New_Data/New_Test_Folder/230/224.18.jpg,224,False
231,231,/content/New_Data/New_Test_Folder/231/171.5.jpg,171,False
232,232,/content/New_Data/New_Test_Folder/232/144.38.jpg,144,True
233,233,/content/New_Data/New_Test_Folder/233/161.0.jpg,161,False
234,234,/content/New_Data/New_Test_Folder/234/113.51.jpg,113,False
235,235,/content/New_Data/New_Test_Folder/235/101.3.jpg,101,False
236,236,/content/New_Data/New_Test_Folder/236/93.39.jpg,93,False
237,237,/content/New_Data/New_Test_Folder/237/77.41.jpg,77,False
238,238,/content/New_Data/New_Test_Folder/238/49.17.jpg,49,False
239,239,/content/New_Data/New_Test_Folder/239/13.98.jpg,13,False
240,240,/content/New_Data/New_Test_Folder/240/4.11.jpg,4,True
241,241,/content/New_Data/New_Test_Folder/241/0.94.jpg,0,False
242,242,/content/New_Data/New_Test_Folder/242/26.57.jpg,26,False
243,243,/content/New_Data/New_Test_Folder/243/24.73.jpg,24,False
244,244,/content/New_Data/New_Test_Folder/244/29.16.jpg,29,False
245,245,/content/New_Data/New_Test_Folder/245/48.52.jpg,48,False
246,246,/content/New_Data/New_Test_Folder/246/40.21.jpg,40,False
247,247,/content/New_Data/New_Test_Folder/247/35.64.jpg,35,False
248,248,/content/New_Data/New_Test_Folder/248/44.28.jpg,44,True
249,249,/content/New_Data/New_Test_Folder/249/44.68.jpg,44,False
250,250,/content/New_Data/New_Test_Folder/250/49.28.jpg,49,False
251,251,/content/New_Data/New_Test_Folder/251/84.31.jpg,84,False
252,252,/content/New_Data/New_Test_Folder/252/106.62.jpg,106,False
253,253,/content/New_Data/New_Test_Folder/253/105.58.jpg,105,False
254,254,/content/New_Data/New_Test_Folder/254/113.72.jpg,113,False
255,255,/content/New_Data/New_Test_Folder/255/93.17.jpg,93,False
256,256,/content/New_Data/New_Test_Folder/256/77.33.jpg,77,True
257,257,/content/New_Data/New_Test_Folder/257/84.23.jpg,84,False
258,258,/content/New_Data/New_Test_Folder/258/105.97.jpg,105,False
259,259,/content/New_Data/New_Test_Folder/259/135.48.jpg,135,False
260,260,/content/New_Data/New_Test_Folder/260/162.72.jpg,162,False
261,261,/content/New_Data/New_Test_Folder/261/137.16.jpg,137,False
262,262,/content/New_Data/New_Test_Folder/262/144.09.jpg,144,False
263,263,/content/New_Data/New_Test_Folder/263/71.33.jpg,71,False
264,264,/content/New_Data/New_Test_Folder/264/34.98.jpg,34,True
265,265,/content/New_Data/New_Test_Folder/265/27.14.jpg,27,False
266,266,/content/New_Data/New_Test_Folder/266/41.89.jpg,41,False
267,267,/content/New_Data/New_Test_Folder/267/100.77.jpg,100,False
268,268,/content/New_Data/New_Test_Folder/268/111.5.jpg,111,False
269,269,/content/New_Data/New_Test_Folder/269/276.13.jpg,276,False
270,270,/content/New_Data/New_Test_Folder/270/300.77.jpg,300,False
271,271,/content/New_Data/New_Test_Folder/271/897.24.jpg,897,False
272,272,/content/New_Data/New_Test_Folder/272/883.86.jpg,883,True
273,273,/content/New_Data/New_Test_Folder/273/754.5.jpg,754,False
274,274,/content/New_Data/New_Test_Folder/274/688.9.jpg,688,False
275,275,/content/New_Data/New_Test_Folder/275/376.59.jpg,376,False
276,276,/content/New_Data/New_Test_Folder/276/297.3.jpg,297,False
277,277,/content/New_Data/New_Test_Folder/277/274.39.jpg,274,False
278,278,/content/New_Data/New_Test_Folder/278/376.71.jpg,376,False
279,279,/content/New_Data/New_Test_Folder/279/356.87.jpg,356,False
280,280,/content/New_Data/New_Test_Folder/280/208.64.jpg,208,True
281,281,/content/New_Data/New_Test_Folder/281/150.77.jpg,150,False
282,282,/content/New_Data/New_Test_Folder/282/108.83.jpg,108,False
283,283,/content/New_Data/New_Test_Folder/283/115.01.jpg,115,False
284,284,/content/New_Data/New_Test_Folder/284/88.81.jpg,88,False
285,285,/content/New_Data/New_Test_Folder/285/71.14.jpg,71,False
286,286,/content/New_Data/New_Test_Folder/286/39.88.jpg,39,False
287,287,/content/New_Data/New_Test_Folder/287/34.04.jpg,34,False
288,288,/content/New_Data/New_Test_Folder/288/24.57.jpg,24,True
289,289,/content/New_Data/New_Test_Folder/289/16.15.jpg,16,False
290,290,/content/New_Data/New_Test_Folder/290/13.54.jpg,13,False
291,291,/content/New_Data/New_Test_Folder/291/4.45.jpg,4,False
292,292,/content/New_Data/New_Test_Folder/292/0.85.jpg,0,False
293,293,/content/New_Data/New_Test_Folder/293/0.82.jpg,0,False
294,294,/content/New_Data/New_Test_Folder/294/0.52.jpg,0,False
295,295,/content/New_Data/New_Test_Folder/295/102.82.jpg,102,False
296,296,/content/New_Data/New_Test_Folder/296/126.43.jpg,126,True
297,297,/content/New_Data/New_Test_Folder/297/72.01.jpg,72,False
298,298,/content/New_Data/New_Test_Folder/298/54.13.jpg,54,False
299,299,/content/New_Data/New_Test_Folder/299/66.6.jpg,66,False
300,300,/content/New_Data/New_Test_Folder/300/111.16.jpg,111,False
301,301,/content/New_Data/New_Test_Folder/301/282.71.jpg,282,False
302,302,/content/New_Data/New_Test_Folder/302/381.37.jpg,381,False
303,303,/content/New_Data/New_Test_Folder/303/203.64.jpg,203,False
304,304,/content/New_Data/New_Test_Folder/304/282.18.jpg,282,True
305,305,/content/New_Data/New_Test_Folder/305/328.48.jpg,328,False
306,306,/content/New_Data/New_Test_Folder/306/296.45.jpg,296,False
307,307,/content/New_Data/New_Test_Folder/307/332.05.jpg,332,False
308,308,/content/New_Data/New_Test_Folder/308/335.38.jpg,335,False
309,309,/content/New_Data/New_Test_Folder/309/358.73.jpg,358,False
310,310,/content/New_Data/New_Test_Folder/310/405.83.jpg,405,False
311,311,/content/New_Data/New_Test_Folder/311/472.39.jpg,472,False
312,312,/content/New_Data/New_Test_Folder/312/551.82.jpg,551,True
313,313,/content/New_Data/New_Test_Folder/313/615.71.jpg,615,False
314,314,/content/New_Data/New_Test_Folder/314/802.48.jpg,802,False
315,315,/content/New_Data/New_Test_Folder/315/595.5.jpg,595,False
316,316,/content/New_Data/New_Test_Folder/316/827.15.jpg,827,False
317,317,/content/New_Data/New_Test_Folder/317/964.87.jpg,964,False
318,318,/content/New_Data/New_Test_Folder/318/961.39.jpg,961,False
319,319,/content/New_Data/New_Test_Folder/319/866.49.jpg,866,False
320,320,/content/New_Data/New_Test_Folder/320/929.14.jpg,929,True
321,321,/content/New_Data/New_Test_Folder/321/926.03.jpg,926,False
322,322,/content/New_Data/New_Test_Folder/322/954.94.jpg,954,False
323,323,/content/New_Data/New_Test_Folder/323/934.88.jpg,934,False
324,324,/content/New_Data/New_Test_Folder/324/516.64.jpg,516,False
325,325,/content/New_Data/New_Test_Folder/325/471.54.jpg,471,False
326,326,/content/New_Data/New_Test_Folder/326/421.97.jpg,421,False
327,327,/content/New_Data/New_Test_Folder/327/364.61.jpg,364,False
328,328,/content/New_Data/New_Test_Folder/328/323.16.jpg,323,True
329,329,/content/New_Data/New_Test_Folder/329/277.0.jpg,277,False
330,330,/content/New_Data/New_Test_Folder/330/227.04.jpg,227,False
331,331,/content/New_Data/New_Test_Folder/331/171.64.jpg,171,False
332,332,/content/New_Data/New_Test_Folder/332/133.54.jpg,133,False
333,333,/content/New_Data/New_Test_Folder/333/94.28.jpg,94,False
334,334,/content/New_Data/New_Test_Folder/334/56.37.jpg,56,False
335,335,/content/New_Data/New_Test_Folder/335/30.28.jpg,30,False
336,336,/content/New_Data/New_Test_Folder/336/11.47.jpg,11,True
337,337,/content/New_Data/New_Test_Folder/337/3.19.jpg,3,False
338,338,/content/New_Data/New_Test_Folder/338/50.48.jpg,50,False
339,339,/content/New_Data/New_Test_Folder/339/130.0.jpg,130,False
340,340,/content/New_Data/New_Test_Folder/340/133.09.jpg,133,False
341,341,/content/New_Data/New_Test_Folder/341/125.53.jpg,125,False
342,342,/content/New_Data/New_Test_Folder/342/156.5.jpg,156,False
343,343,/content/New_Data/New_Test_Folder/343/179.54.jpg,179,False
344,344,/content/New_Data/New_Test_Folder/344/349.99.jpg,349,True
345,345,/content/New_Data/New_Test_Folder/345/325.37.jpg,325,False
346,346,/content/New_Data/New_Test_Folder/346/475.05.jpg,475,False
347,347,/content/New_Data/New_Test_Folder/347/405.7.jpg,405,False
348,348,/content/New_Data/New_Test_Folder/348/448.04.jpg,448,False
349,349,/content/New_Data/New_Test_Folder/349/297.19.jpg,297,False
350,350,/content/New_Data/New_Test_Folder/350/284.25.jpg,284,False
351,351,/content/New_Data/New_Test_Folder/351/201.98.jpg,201,False
352,352,/content/New_Data/New_Test_Folder/352/110.08.jpg,110,True
353,353,/content/New_Data/New_Test_Folder/353/137.92.jpg,137,False
354,354,/content/New_Data/New_Test_Folder/354/178.99.jpg,178,False
355,355,/content/New_Data/New_Test_Folder/355/289.58.jpg,289,False
356,356,/content/New_Data/New_Test_Folder/356/316.7.jpg,316,False
357,357,/content/New_Data/New_Test_Folder/357/150.2.jpg,150,False
358,358,/content/New_Data/New_Test_Folder/358/212.98.jpg,212,False
359,359,/content/New_Data/New_Test_Folder/359/114.61.jpg,114,False
360,360,/content/New_Data/New_Test_Folder/360/58.97.jpg,58,True
361,361,/content/New_Data/New_Test_Folder/361/59.45.jpg,59,False
362,362,/content/New_Data/New_Test_Folder/362/64.75.jpg,64,False
363,363,/content/New_Data/New_Test_Folder/363/78.06.jpg,78,False
364,364,/content/New_Data/New_Test_Folder/364/63.55.jpg,63,False
365,365,/content/New_Data/New_Test_Folder/365/38.77.jpg,38,False
366,366,/content/New_Data/New_Test_Folder/366/21.67.jpg,21,False
367,367,/content/New_Data/New_Test_Folder/367/60.83.jpg,60,False
368,368,/content/New_Data/New_Test_Folder/368/244.44.jpg,244,True
369,369,/content/New_Data/New_Test_Folder/369/254.27.jpg,254,False
370,370,/content/New_Data/New_Test_Folder/370/71.52.jpg,71,False
371,371,/content/New_Data/New_Test_Folder/371/284.63.jpg,284,False
372,372,/content/New_Data/New_Test_Folder/372/672.95.jpg,672,False
373,373,/content/New_Data/New_Test_Folder/373/691.52.jpg,691,False
374,374,/content/New_Data/New_Test_Folder/374/748.99.jpg,748,False
375,375,/content/New_Data/New_Test_Folder/375/495.66.jpg,495,False
376,376,/content/New_Data/New_Test_Folder/376/409.17.jpg,409,True
377,377,/content/New_Data/New_Test_Folder/377/283.24.jpg,283,False
378,378,/content/New_Data/New_Test_Folder/378/125.82.jpg,125,False
379,379,/content/New_Data/New_Test_Folder/379/112.49.jpg,112,False
380,380,/content/New_Data/New_Test_Folder/380/126.28.jpg,126,False
381,381,/content/New_Data/New_Test_Folder/381/125.73.jpg,125,False
382,382,/content/New_Data/New_Test_Folder/382/70.8.jpg,70,False
383,383,/content/New_Data/New_Test_Folder/383/89.28.jpg,89,False
384,384,/content/New_Data/New_Test_Folder/384/110.86.jpg,110,True
385,385,/content/New_Data/New_Test_Folder/385/72.41.jpg,72,False
386,386,/content/New_Data/New_Test_Folder/386/85.16.jpg,85,False
387,387,/content/New_Data/New_Test_Folder/387/143.7.jpg,143,False
388,388,/content/New_Data/New_Test_Folder/388/110.51.jpg,110,False
389,389,/content/New_Data/New_Test_Folder/389/41.47.jpg,41,False
390,390,/content/New_Data/New_Test_Folder/390/14.48.jpg,14,False
391,391,/content/New_Data/New_Test_Folder/391/7.09.jpg,7,False
392,392,/content/New_Data/New_Test_Folder/392/1.51.jpg,1,True
393,393,/content/New_Data/New_Test_Folder/393/179.2.jpg,179,False
394,394,/content/New_Data/New_Test_Folder/394/212.48.jpg,212,False
395,395,/content/New_Data/New_Test_Folder/395/276.66.jpg,276,False
396,396,/content/New_Data/New_Test_Folder/396/346.88.jpg,346,False
397,397,/content/New_Data/New_Test_Folder/397/336.86.jpg,336,False
