,Images,Irradiance,Validation
275,/content/New_Data/New_Test_Folder/275/376.59,0,False
276,/content/New_Data/New_Test_Folder/276/297.3,0,False
277,/content/New_Data/New_Test_Folder/277/274.39,0,False
278,/content/New_Data/New_Test_Folder/278/376.71,0,False
279,/content/New_Data/New_Test_Folder/279/356.87,0,False
280,/content/New_Data/New_Test_Folder/280/208.64,0,False
281,/content/New_Data/New_Test_Folder/281/150.77,0,False
282,/content/New_Data/New_Test_Folder/282/108.83,0,False
283,/content/New_Data/New_Test_Folder/283/115.01,0,False
284,/content/New_Data/New_Test_Folder/284/88.81,0,False
285,/content/New_Data/New_Test_Folder/285/71.14,0,False
286,/content/New_Data/New_Test_Folder/286/39.88,0,False
287,/content/New_Data/New_Test_Folder/287/34.04,0,False
288,/content/New_Data/New_Test_Folder/288/24.57,0,False
289,/content/New_Data/New_Test_Folder/289/16.15,0,False
290,/content/New_Data/New_Test_Folder/290/13.54,0,False
291,/content/New_Data/New_Test_Folder/291/4.45,0,False
292,/content/New_Data/New_Test_Folder/292/0.85,0,False
293,/content/New_Data/New_Test_Folder/293/0.82,0,False
294,/content/New_Data/New_Test_Folder/294/0.52,0,False
295,/content/New_Data/New_Test_Folder/295/102.82,0,False
296,/content/New_Data/New_Test_Folder/296/126.43,0,False
297,/content/New_Data/New_Test_Folder/297/72.01,0,False
298,/content/New_Data/New_Test_Folder/298/54.13,0,False
299,/content/New_Data/New_Test_Folder/299/66.6,0,False
300,/content/New_Data/New_Test_Folder/300/111.16,0,False
301,/content/New_Data/New_Test_Folder/301/282.71,0,False
302,/content/New_Data/New_Test_Folder/302/381.37,0,False
303,/content/New_Data/New_Test_Folder/303/203.64,0,False
304,/content/New_Data/New_Test_Folder/304/282.18,0,False
305,/content/New_Data/New_Test_Folder/305/328.48,0,False
306,/content/New_Data/New_Test_Folder/306/296.45,0,False
307,/content/New_Data/New_Test_Folder/307/332.05,0,False
308,/content/New_Data/New_Test_Folder/308/335.38,0,False
309,/content/New_Data/New_Test_Folder/309/358.73,0,False
310,/content/New_Data/New_Test_Folder/310/405.83,0,False
311,/content/New_Data/New_Test_Folder/311/472.39,0,False
312,/content/New_Data/New_Test_Folder/312/551.82,0,False
313,/content/New_Data/New_Test_Folder/313/615.71,0,False
314,/content/New_Data/New_Test_Folder/314/802.48,0,False
315,/content/New_Data/New_Test_Folder/315/595.5,0,False
316,/content/New_Data/New_Test_Folder/316/827.15,0,False
317,/content/New_Data/New_Test_Folder/317/964.87,0,False
318,/content/New_Data/New_Test_Folder/318/961.39,0,False
319,/content/New_Data/New_Test_Folder/319/866.49,0,False
320,/content/New_Data/New_Test_Folder/320/929.14,0,False
321,/content/New_Data/New_Test_Folder/321/926.03,0,False
322,/content/New_Data/New_Test_Folder/322/954.94,0,False
323,/content/New_Data/New_Test_Folder/323/934.88,0,False
324,/content/New_Data/New_Test_Folder/324/516.64,0,False
325,/content/New_Data/New_Test_Folder/325/471.54,0,False
326,/content/New_Data/New_Test_Folder/326/421.97,0,False
327,/content/New_Data/New_Test_Folder/327/364.61,0,False
328,/content/New_Data/New_Test_Folder/328/323.16,0,False
329,/content/New_Data/New_Test_Folder/329/277.0,0,False
330,/content/New_Data/New_Test_Folder/330/227.04,0,False
331,/content/New_Data/New_Test_Folder/331/171.64,0,False
332,/content/New_Data/New_Test_Folder/332/133.54,0,False
333,/content/New_Data/New_Test_Folder/333/94.28,0,False
334,/content/New_Data/New_Test_Folder/334/56.37,0,False
335,/content/New_Data/New_Test_Folder/335/30.28,0,False
336,/content/New_Data/New_Test_Folder/336/11.47,0,False
337,/content/New_Data/New_Test_Folder/337/3.19,0,False
338,/content/New_Data/New_Test_Folder/338/50.48,0,False
339,/content/New_Data/New_Test_Folder/339/130.0,0,False
340,/content/New_Data/New_Test_Folder/340/133.09,0,False
341,/content/New_Data/New_Test_Folder/341/125.53,0,False
342,/content/New_Data/New_Test_Folder/342/156.5,0,False
343,/content/New_Data/New_Test_Folder/343/179.54,0,False
344,/content/New_Data/New_Test_Folder/344/349.99,0,False
345,/content/New_Data/New_Test_Folder/345/325.37,0,False
346,/content/New_Data/New_Test_Folder/346/475.05,0,False
347,/content/New_Data/New_Test_Folder/347/405.7,0,False
348,/content/New_Data/New_Test_Folder/348/448.04,0,False
349,/content/New_Data/New_Test_Folder/349/297.19,0,False
350,/content/New_Data/New_Test_Folder/350/284.25,0,False
351,/content/New_Data/New_Test_Folder/351/201.98,0,False
352,/content/New_Data/New_Test_Folder/352/110.08,0,False
353,/content/New_Data/New_Test_Folder/353/137.92,0,False
354,/content/New_Data/New_Test_Folder/354/178.99,0,False
355,/content/New_Data/New_Test_Folder/355/289.58,0,False
356,/content/New_Data/New_Test_Folder/356/316.7,0,False
357,/content/New_Data/New_Test_Folder/357/150.2,0,False
358,/content/New_Data/New_Test_Folder/358/212.98,0,False
359,/content/New_Data/New_Test_Folder/359/114.61,0,False
360,/content/New_Data/New_Test_Folder/360/58.97,0,False
361,/content/New_Data/New_Test_Folder/361/59.45,0,False
362,/content/New_Data/New_Test_Folder/362/64.75,0,False
363,/content/New_Data/New_Test_Folder/363/78.06,0,False
364,/content/New_Data/New_Test_Folder/364/63.55,0,False
365,/content/New_Data/New_Test_Folder/365/38.77,0,False
366,/content/New_Data/New_Test_Folder/366/21.67,0,False
367,/content/New_Data/New_Test_Folder/367/60.83,0,False
368,/content/New_Data/New_Test_Folder/368/244.44,0,False
369,/content/New_Data/New_Test_Folder/369/254.27,0,False
370,/content/New_Data/New_Test_Folder/370/71.52,0,False
371,/content/New_Data/New_Test_Folder/371/284.63,0,False
372,/content/New_Data/New_Test_Folder/372/672.95,0,False
373,/content/New_Data/New_Test_Folder/373/691.52,0,False
374,/content/New_Data/New_Test_Folder/374/748.99,0,False
375,/content/New_Data/New_Test_Folder/375/495.66,0,False
376,/content/New_Data/New_Test_Folder/376/409.17,0,False
377,/content/New_Data/New_Test_Folder/377/283.24,0,False
378,/content/New_Data/New_Test_Folder/378/125.82,0,False
379,/content/New_Data/New_Test_Folder/379/112.49,0,False
380,/content/New_Data/New_Test_Folder/380/126.28,0,False
381,/content/New_Data/New_Test_Folder/381/125.73,0,False
382,/content/New_Data/New_Test_Folder/382/70.8,0,False
383,/content/New_Data/New_Test_Folder/383/89.28,0,False
384,/content/New_Data/New_Test_Folder/384/110.86,0,False
385,/content/New_Data/New_Test_Folder/385/72.41,0,False
386,/content/New_Data/New_Test_Folder/386/85.16,0,False
387,/content/New_Data/New_Test_Folder/387/143.7,0,False
388,/content/New_Data/New_Test_Folder/388/110.51,0,False
389,/content/New_Data/New_Test_Folder/389/41.47,0,False
390,/content/New_Data/New_Test_Folder/390/14.48,0,False
391,/content/New_Data/New_Test_Folder/391/7.09,0,False
392,/content/New_Data/New_Test_Folder/392/1.51,0,False
393,/content/New_Data/New_Test_Folder/393/179.2,0,False
394,/content/New_Data/New_Test_Folder/394/212.48,0,False
395,/content/New_Data/New_Test_Folder/395/276.66,0,False
396,/content/New_Data/New_Test_Folder/396/346.88,0,False
397,/content/New_Data/New_Test_Folder/397/336.86,0,False
398,/content/New_Data/New_Test_Folder/398/286.54,0,False
399,/content/New_Data/New_Test_Folder/399/313.81,0,False
400,/content/New_Data/New_Test_Folder/400/349.41,0,False
401,/content/New_Data/New_Test_Folder/401/555.35,0,False
402,/content/New_Data/New_Test_Folder/402/582.05,0,False
403,/content/New_Data/New_Test_Folder/403/675.95,0,False
404,/content/New_Data/New_Test_Folder/404/581.83,0,False
405,/content/New_Data/New_Test_Folder/405/672.94,0,False
406,/content/New_Data/New_Test_Folder/406/777.06,0,False
407,/content/New_Data/New_Test_Folder/407/807.56,0,False
408,/content/New_Data/New_Test_Folder/408/852.95,0,False
409,/content/New_Data/New_Test_Folder/409/787.91,0,False
410,/content/New_Data/New_Test_Folder/410/891.7,0,False
411,/content/New_Data/New_Test_Folder/411/949.53,0,False
412,/content/New_Data/New_Test_Folder/412/886.19,0,False
413,/content/New_Data/New_Test_Folder/413/838.18,0,False
414,/content/New_Data/New_Test_Folder/414/941.27,0,False
415,/content/New_Data/New_Test_Folder/415/990.25,0,False
416,/content/New_Data/New_Test_Folder/416/954.65,0,False
417,/content/New_Data/New_Test_Folder/417/793.81,0,False
418,/content/New_Data/New_Test_Folder/418/829.66,0,False
419,/content/New_Data/New_Test_Folder/419/785.93,0,False
420,/content/New_Data/New_Test_Folder/420/794.4,0,False
421,/content/New_Data/New_Test_Folder/421/778.34,0,False
422,/content/New_Data/New_Test_Folder/422/896.71,0,False
423,/content/New_Data/New_Test_Folder/423/783.04,0,False
424,/content/New_Data/New_Test_Folder/424/823.58,0,False
425,/content/New_Data/New_Test_Folder/425/538.57,0,False
426,/content/New_Data/New_Test_Folder/426/871.72,0,False
427,/content/New_Data/New_Test_Folder/427/870.29,0,False
428,/content/New_Data/New_Test_Folder/428/859.07,0,False
429,/content/New_Data/New_Test_Folder/429/812.13,0,False
430,/content/New_Data/New_Test_Folder/430/754.7,0,False
431,/content/New_Data/New_Test_Folder/431/674.21,0,False
432,/content/New_Data/New_Test_Folder/432/503.63,0,False
433,/content/New_Data/New_Test_Folder/433/428.19,0,False
434,/content/New_Data/New_Test_Folder/434/383.1,0,False
435,/content/New_Data/New_Test_Folder/435/412.25,0,False
436,/content/New_Data/New_Test_Folder/436/520.9,0,False
437,/content/New_Data/New_Test_Folder/437/341.71,0,False
438,/content/New_Data/New_Test_Folder/438/387.29,0,False
439,/content/New_Data/New_Test_Folder/439/324.23,0,False
440,/content/New_Data/New_Test_Folder/440/268.35,0,False
441,/content/New_Data/New_Test_Folder/441/216.26,0,False
442,/content/New_Data/New_Test_Folder/442/168.42,0,False
443,/content/New_Data/New_Test_Folder/443/118.39,0,False
444,/content/New_Data/New_Test_Folder/444/43.11,0,False
445,/content/New_Data/New_Test_Folder/445/26.8,0,False
446,/content/New_Data/New_Test_Folder/446/11.91,0,False
447,/content/New_Data/New_Test_Folder/447/1.68,0,False
448,/content/New_Data/New_Test_Folder/448/118.61,0,False
449,/content/New_Data/New_Test_Folder/449/183.23,0,False
450,/content/New_Data/New_Test_Folder/450/255.43,0,False
451,/content/New_Data/New_Test_Folder/451/311.5,0,False
452,/content/New_Data/New_Test_Folder/452/364.91,0,False
453,/content/New_Data/New_Test_Folder/453/488.78,0,False
454,/content/New_Data/New_Test_Folder/454/485.88,0,False
455,/content/New_Data/New_Test_Folder/455/511.68,0,False
456,/content/New_Data/New_Test_Folder/456/466.42,0,False
457,/content/New_Data/New_Test_Folder/457/589.12,0,False
458,/content/New_Data/New_Test_Folder/458/639.26,0,False
459,/content/New_Data/New_Test_Folder/459/700.1,0,False
460,/content/New_Data/New_Test_Folder/460/752.17,0,False
461,/content/New_Data/New_Test_Folder/461/815.87,0,False
462,/content/New_Data/New_Test_Folder/462/562.53,0,False
463,/content/New_Data/New_Test_Folder/463/619.35,0,False
464,/content/New_Data/New_Test_Folder/464/869.1,0,False
465,/content/New_Data/New_Test_Folder/465/897.03,0,False
466,/content/New_Data/New_Test_Folder/466/860.17,0,False
467,/content/New_Data/New_Test_Folder/467/844.91,0,False
468,/content/New_Data/New_Test_Folder/468/537.58,0,False
469,/content/New_Data/New_Test_Folder/469/668.04,0,False
470,/content/New_Data/New_Test_Folder/470/482.98,0,False
471,/content/New_Data/New_Test_Folder/471/643.6,0,False
472,/content/New_Data/New_Test_Folder/472/569.09,0,False
473,/content/New_Data/New_Test_Folder/473/464.21,0,False
474,/content/New_Data/New_Test_Folder/474/370.18,0,False
475,/content/New_Data/New_Test_Folder/475/505.41,0,False
476,/content/New_Data/New_Test_Folder/476/494.0,0,False
477,/content/New_Data/New_Test_Folder/477/163.57,0,False
478,/content/New_Data/New_Test_Folder/478/180.76,0,False
479,/content/New_Data/New_Test_Folder/479/229.12,0,False
480,/content/New_Data/New_Test_Folder/480/208.69,0,False
